基金代码,基金简称,基金类型,成立时间,最新规模,评级机构,基金评级
485119,工银信用纯债债券A,债券型-长债,2012-11-14,65.41亿,,暂无评级
485120,工银14天理财债券发起A,债券型-中短债,2012-10-26,1.84亿,,暂无评级
485122,工银尊益中短债C,债券型-中短债,2013-01-28,97.10亿,,暂无评级
485205,工银增强收益债券A(后端),债券型-混合一级,,,,
486001,工银全球股票(QDII)人民币,QDII-普通股票,2008-02-14,5.44亿,,暂无评级
486002,工银全球精选股票(QDII),QDII-普通股票,2010-05-25,4.93亿,,暂无评级
487016,工银瑞信灵活配置混合A,混合型-灵活,2011-12-27,4.74亿,,暂无评级
487021,工银优质精选混合A,混合型-灵活,2013-02-07,2.71亿,,暂无评级
501001,财通多策略精选混合(LOF),混合型-灵活,2015-07-01,4134.46万,,暂无评级
501005,汇添富中证精准医疗指数(LOF)A,指数型-股票,2016-01-21,8.21亿,,暂无评级
501006,汇添富中证精准医疗指数(LOF)C,指数型-股票,2016-01-21,4.20亿,,暂无评级
501007,汇添富中证互联网医疗指数(LOF)A,指数型-股票,2016-12-22,4647.16万,,暂无评级
501008,汇添富中证互联网医疗指数(LOF)C,指数型-股票,2016-12-22,3167.64万,,暂无评级
501009,汇添富中证生物科技指数(LOF)A,指数型-股票,2016-12-22,17.45亿,,暂无评级
501010,汇添富中证生物科技指数(LOF)C,指数型-股票,2016-12-22,10.07亿,,暂无评级
501011,汇添富中证中药ETF联接(LOF)A,指数型-股票,2016-12-29,9.33亿,,暂无评级
501012,汇添富中证中药ETF联接(LOF)C,指数型-股票,2016-12-29,5.65亿,,暂无评级
501015,财通多策略升级混合(LOF)A,混合型-灵活,2016-03-09,1.29亿,,暂无评级
501016,国泰中证申万证券行业指数(LOF)A,指数型-股票,2017-04-27,21.77亿,,暂无评级
501017,国泰融丰外延增长混合(LOF)A,混合型-灵活,2016-05-26,7565.95万,,暂无评级
501018,南方原油A,QDII-商品,2016-06-15,3.65亿,,暂无评级
501019,国泰国证航天军工指数(LOF)A,指数型-股票,2017-03-29,8.20亿,,暂无评级
501021,华宝香港中小(QDII-LOF)A,指数型-海外股票,2016-06-24,4.29亿,,暂无评级
501022,银华鑫盛灵活配置混合(LOF)A,混合型-灵活,2016-10-14,22.51亿,,暂无评级
501025,鹏华香港银行指数(LOF)A,指数型-股票,2016-11-10,1.69亿,,暂无评级
501026,财通多策略福享混合(LOF),混合型-灵活,2016-09-18,1.17亿,,暂无评级
501028,财通多策略福瑞混合发起式(LOF)A,混合型-偏股,2016-11-22,6522.00万,,暂无评级
501029,华宝标普中国A股红利机会ETF联接A(LOF),指数型-股票,2017-01-18,14.33亿,,暂无评级
501030,汇添富中证环境治理指数(LOF)A,指数型-股票,2016-12-29,2.43亿,,暂无评级
501031,汇添富中证环境治理指数(LOF)C,指数型-股票,2016-12-29,1.38亿,,暂无评级
501032,财通福盛混合发起(LOF)A,混合型-偏股,2017-01-25,8508.27万,,暂无评级
501036,汇添富中证500指数(LOF)A,指数型-股票,2017-08-10,3.13亿,,暂无评级
501037,汇添富中证500指数(LOF)C,指数型-股票,2017-08-10,1.45亿,,暂无评级
501038,银华明择多策略定期开放混合,混合型-偏股,2017-08-11,2.25亿,,暂无评级
501043,汇添富沪深300指数A(LOF)A,指数型-股票,2017-09-06,3.01亿,,暂无评级
501045,汇添富沪深300指数C(LOF)C,指数型-股票,2017-09-06,1.04亿,,暂无评级
501046,财通多策略福鑫定开混合,混合型-灵活,2017-10-23,1.75亿,,暂无评级
501047,汇添富中证全指证券公司ETF联接(LOF)A,指数型-股票,2017-12-04,5.77亿,,暂无评级
501048,汇添富中证全指证券公司ETF联接(LOF)C,指数型-股票,2017-12-04,9.03亿,,暂无评级
501049,东方红睿玺三年持有混合A,混合型-偏股,2017-11-15,78.16亿,,暂无评级
501050,华夏上证50AH优选指数A,指数型-股票,2016-10-27,27.44亿,,暂无评级
501051,圆信永丰汇利混合(LOF),混合型-偏股,2017-11-30,1.63亿,,暂无评级
501053,东方红目标优选定开混合,混合型-偏债,2017-12-18,3.13亿,,暂无评级
501054,东方红睿泽三年持有混合A,混合型-偏股,2018-01-31,53.94亿,,暂无评级
501057,汇添富中证新能源汽车产业指数(LOF)A,指数型-股票,2018-05-23,52.98亿,,暂无评级
501058,汇添富中证新能源汽车产业指数(LOF)C,指数型-股票,2018-05-23,41.23亿,,暂无评级
501059,西部利得国企红利指数增强A,指数型-股票,2018-07-11,4.86亿,,暂无评级
501060,中金优选300指数(LOF)A,指数型-股票,2018-08-30,8.79亿,,暂无评级
501061,中金优选300指数(LOF)C,指数型-股票,2018-08-30,4.81亿,,暂无评级
501062,南方瑞合定开混合(LOF),混合型-灵活,2018-09-06,4.70亿,,暂无评级
501063,汇添富悦享两年持有混合,混合型-偏股,2019-01-31,8784.40万,,暂无评级
501064,国泰价值优选灵活配置混合(LOF)A,混合型-灵活,2019-01-10,3.28亿,,暂无评级
501065,汇添富经典成长定开混合,混合型-偏股,2018-12-05,4.19亿,,暂无评级
501066,东方红恒元五年定开混合,混合型-灵活,,,,
501070,广发睿阳三年定开混合,混合型-偏股,2019-01-31,7.31亿,,暂无评级
501071,泓德丰泽混合(LOF),混合型-偏股,,,,
501073,华安智联混合(LOF)A,混合型-偏债,2019-06-11,2.27亿,,暂无评级
501075,万家科创主题灵活配置混合(LOF)A,混合型-灵活,2019-06-12,4.92亿,,暂无评级
501076,鹏华创新动力混合(LOF),混合型-灵活,2019-06-10,3.20亿,,暂无评级
501077,富国创新企业灵活配置混合(LOF)A,混合型-灵活,2019-06-11,7.15亿,,暂无评级
501078,广发科创主题灵活配置混合(LOF),混合型-灵活,2019-06-11,7.05亿,,暂无评级
501079,大成科创主题混合(LOF)A,混合型-偏股,2019-07-18,7.23亿,,暂无评级
501080,中金科创主题灵活配置混合(LOF),混合型-灵活,2019-07-11,2.54亿,,暂无评级
501081,中欧科创主题混合(LOF)A,混合型-偏股,2019-06-28,5.62亿,,暂无评级
501082,博时科创主题灵活配置混合(LOF)A,混合型-灵活,2019-06-27,3.35亿,,暂无评级
501083,银华科创主题灵活配置混合(LOF),混合型-灵活,2019-07-05,3.68亿,,暂无评级
501085,财通科创主题灵活配置混合(LOF),混合型-灵活,2019-07-11,2.98亿,,暂无评级
501087,交银瑞丰混合(LOF),混合型-偏股,2019-09-04,11.59亿,,暂无评级
501088,嘉实瑞虹三年定期混合,混合型-偏股,2019-09-04,5.91亿,,暂无评级
501089,方正富邦消费红利指数增强(LOF),指数型-股票,2019-11-29,4769.23万,,暂无评级
501090,华宝中证消费龙头指数(LOF)A,指数型-股票,2019-12-19,5.98亿,,暂无评级
501091,嘉实欣荣混合(LOF)A,混合型-偏股,2020-01-20,5.01亿,,暂无评级
501092,交银瑞思混合(LOF),混合型-偏股,2020-02-21,19.11亿,,暂无评级
501093,华夏翔阳两年定开混合,混合型-偏股,2020-03-06,4.75亿,,暂无评级
501095,中银证券科技创新混合(LOF),混合型-偏股,,,,
501096,国联安科创混合(LOF),混合型-偏股,2020-03-20,1.93亿,,暂无评级
501097,国寿安保科技创新混合(LOF),混合型-偏股,2020-03-26,1.11亿,,暂无评级
501098,建信优享科技创新混合(LOF),混合型-偏股,2020-03-26,1.40亿,,暂无评级
501099,平安新兴产业混合(LOF),混合型-偏股,2020-04-10,9454.50万,,暂无评级
501100,博时安康定开债(LOF),债券型-长债,2017-02-17,3.05亿,,暂无评级
501186,华夏兴融混合(LOF)A,混合型-灵活,2018-07-05,5.96亿,,暂无评级
501188,汇添富核心精选混合(LOF),混合型-灵活,2018-07-05,10.97亿,,暂无评级
501189,嘉实产业优选混合(LOF)A,混合型-灵活,2018-07-05,7.74亿,,暂无评级
501200,民生加银科技创新混合(LOF),混合型-偏股,,,,
501201,红土创新科技创新股票(LOF),股票型,2020-07-23,8303.17万,,暂无评级
501202,华泰紫金创新先锋混合(LOF)C,混合型-偏股,2020-07-17,4.26亿,,暂无评级
501203,易方达创新未来混合(LOF),混合型-偏股,,,,
501205,鹏华创新未来混合(LOF),混合型-偏股,,,,
501206,汇添富创新未来混合(LOF),混合型-偏股,,,,
501207,华夏创新未来混合(LOF),混合型-偏股,,,,
501208,中欧创新未来混合(LOF),混合型-偏股,2020-10-09,36.49亿,,暂无评级
501209,银华富久食品饮料精选混合(LOF)A,混合型-偏股,2021-09-03,3.99亿,,暂无评级
501210,交银智选星光混合(FOF-LOF)A,FOF-进取型,2021-11-10,13.71亿,,暂无评级
501211,民生加银优享6个月定开混合(FOF-LOF),FOF-稳健型,2021-12-07,4.54亿,,暂无评级
501212,广发优选配置混合(FOF-LOF)A,FOF-均衡型,2021-11-02,5.85亿,,暂无评级
501213,中欧汇选混合(FOF-LOF)A,FOF-进取型,,,,
501215,兴证全球积极配置混合(FOF-LOF)A,FOF-进取型,2021-11-12,35.14亿,,暂无评级
501216,富国智鑫行业精选股票(FOF-LOF)A,FOF-进取型,2021-12-16,6864.00万,,暂无评级
501217,华夏行业配置股票(FOF-LOF)A,FOF-进取型,2022-04-08,3237.63万,,暂无评级
501218,工银睿智进取股票(FOF-LOF)A,FOF-进取型,2021-11-24,1.43亿,,暂无评级
501219,华夏智胜先锋股票(LOF)A,股票型,2021-12-15,12.72亿,,暂无评级
501220,国泰行业轮动股票(FOF-LOF)A,FOF-进取型,2022-07-19,6558.34万,,暂无评级
501222,易方达如意招享混合(FOF-LOF)A,FOF-稳健型,2022-11-01,2.62亿,,暂无评级
501225,景顺长城全球半导体芯片股票A(QDII-LOF)(人民币),QDII-普通股票,2023-03-30,3.68亿,,暂无评级
501226,长城全球新能源车股票发起式(QDII)A,QDII-普通股票,2023-04-21,2968.65万,,暂无评级
501300,海富通全球收益债券人民币,QDII-纯债,2016-11-28,7.82亿,,暂无评级
501301,华宝香港大盘A,指数型-股票,2017-04-20,2.74亿,,暂无评级
501302,南方恒指ETF联接(LOF)A,指数型-股票,2017-07-21,2.17亿,,暂无评级
501303,广发恒生中型股指数(LOF)A,指数型-股票,2017-09-21,2552.92万,,暂无评级
501305,汇添富中证港股通高股息投资ETF联接(LOF)A,指数型-股票,2017-11-24,3.44亿,,暂无评级
501306,汇添富中证港股通高股息投资ETF联接(LOF)C,指数型-股票,2017-11-24,2.77亿,,暂无评级
501307,银河中证沪港深高股息A,指数型-股票,2018-04-10,1891.47万,,暂无评级
501308,银河中证沪港深高股息C,指数型-股票,2018-04-10,291.74万,,暂无评级
501310,华宝沪港深价值指数A,指数型-股票,2018-10-25,7130.40万,,暂无评级
501311,嘉实港股通新经济指数A,指数型-股票,2019-01-14,19.32亿,,暂无评级
501312,华宝海外科技股票(QDII-LOF)A,QDII-普通股票,2023-04-11,3.76亿,,暂无评级
502000,西部利得中证500指数增强A,指数型-股票,2015-04-15,17.31亿,,暂无评级
502003,易方达中证军工(LOF)A,指数型-股票,2015-07-08,6.46亿,,暂无评级
502006,易方达中证国企改革(LOF)A,指数型-股票,2015-06-15,8945.86万,,暂无评级
502010,易方达中证全指证券公司指数(LOF)A,指数型-股票,2015-07-08,13.12亿,,暂无评级
502013,长盛中证申万一带一路指数(LOF),指数型-股票,2015-05-29,2.70亿,,暂无评级
502023,鹏华国证钢铁行业指数(LOF)A,指数型-股票,2015-08-13,5.94亿,,暂无评级
502048,易方达上证50指数(LOF)A,指数型-股票,2015-04-15,2.88亿,,暂无评级
502053,长盛中证证券公司指数(LOF)A,指数型-股票,2015-08-13,3.80亿,,暂无评级
502056,广发中证医疗ETF联接(LOF)A,指数型-股票,2015-07-23,8.65亿,,暂无评级
506000,南方科创板3年定开混合,混合型-偏股,2020-07-28,14.41亿,,暂无评级
506001,万家科创板2年定开混合,混合型-偏股,2020-08-03,4.08亿,,暂无评级
506002,易方达科创板两年定开混合,混合型-偏股,2020-07-28,9.60亿,,暂无评级
506003,富国科创板两年定开混合,混合型-偏股,2020-07-29,8.58亿,,暂无评级
506005,博时科创板三年定开混合,混合型-偏股,2020-07-29,11.71亿,,暂无评级
506006,汇添富科创板2年定开混合,混合型-偏股,2020-07-28,11.56亿,,暂无评级
506007,广发科创板两年定开混合,混合型-偏股,2021-11-24,3.45亿,,暂无评级
506008,长城科创两年定开混合A,混合型-偏股,2021-09-01,1.86亿,,暂无评级
506009,国泰科创板两年定期开放混合,混合型-偏股,2022-02-18,1.36亿,,暂无评级
508000,华安张江光大REIT,Reits,,,,
508001,浙商沪杭甬REIT,Reits,,,,
508002,华安百联消费REIT,Reits,,,,
508003,中金联东科创REIT,Reits,2024-10-17,16亿,,暂无评级
508005,华夏首创奥莱REIT,Reits,2024-08-14,19亿,,暂无评级
508006,富国首创水务REIT,Reits,2021-06-07,47万,,暂无评级
508007,中金山东高速REIT,Reits,2023-10-16,26.22亿,,暂无评级
508008,国金中国铁建REIT,Reits,2022-06-27,2亿,,暂无评级
508009,中金安徽交控REIT,Reits,2022-11-11,92.83亿,,暂无评级
508011,嘉实物美消费REIT,Reits,2024-01-31,421万,,暂无评级
508015,中信建投明阳智能新能源REIT,Reits,,,,
508017,华夏金茂商业REIT,Reits,2024-01-31,43万,,暂无评级
508018,华夏中国交建REIT,Reits,2022-04-13,113万,,暂无评级
508019,中金湖北科投光谷REIT,Reits,2023-06-09,15.50亿,,暂无评级
508021,国泰君安临港创新产业园REIT,Reits,,,,
508022,博时津开产园REIT,Reits,,,,
508026,嘉实中国电建清洁能源REIT,Reits,2024-03-15,61万,,暂无评级
508027,东吴苏园产业REIT,Reits,,,,
508028,中信建投国家电投新能源REIT,Reits,,,,
508031,国泰君安城投宽庭保租房REIT,Reits,2023-12-27,482万,,暂无评级
508033,易方达深高速REIT,Reits,,,,
508056,中金普洛斯REIT,Reits,,,,
508058,中金厦门安居REIT,Reits,,,,
508066,华泰江苏交控REIT,Reits,2022-11-03,337万,,暂无评级
508068,华夏北京保障房REIT,Reits,2022-08-22,192万,,暂无评级
508069,华夏南京交通高速公路REIT,Reits,2024-10-17,27亿,,暂无评级
508077,华夏基金华润有巢REIT,Reits,,,,
508086,工银河北高速REIT,Reits,2024-06-18,2亿,,暂无评级
508088,国泰君安东久新经济REIT,Reits,,,,
508089,华夏特变电工新能源REIT,Reits,2024-06-19,778万,,暂无评级
508096,中航京能光伏REIT,Reits,,,,
508097,华泰南京建邺REIT,Reits,,,,
508098,嘉实京东仓储基础设施REIT,Reits,2023-01-11,544万,,暂无评级
508099,建信中关村REIT,Reits,2021-12-03,4513万,,暂无评级
510010,交银上证180公司治理ETF,指数型-股票,,,,
510020,博时上证超大盘ETF,指数型-股票,,,,
510030,华宝上证180价值ETF,指数型-股票,,,,
510050,华夏上证50ETF,指数型-股票,,,,
510060,工银上证央企ETF,指数型-股票,,,,
510080,长盛全债指数增强债券A,指数型-固收,2003-10-25,20.74亿,,暂无评级
510081,长盛动态精选混合,混合型-灵活,2004-05-21,2.64亿,,暂无评级
510090,建信责任ETF,指数型-股票,,,,
510100,易方达上证50ETF,指数型-股票,,,,
510130,中盘ETF,指数型-股票,,,,
510150,招商上证消费80ETF,指数型-股票,,,,
510160,中证南方小康产业指数ETF,指数型-股票,,,,
510170,国联安上证商品ETF,指数型-股票,,,,
510180,华安上证180ETF,指数型-股票,,,,
510190,华安上证50ETF,指数型-股票,,,,
510200,汇安上证证券ETF,指数型-股票,,,,
510210,上证综指ETF,指数型-股票,,,,
510230,国泰上证180金融ETF,指数型-股票,,,,
510270,中银上证国企100ETF,指数型-股票,,,,
510290,南方上证380ETF,指数型-股票,,,,
510300,华泰柏瑞沪深300ETF,指数型-股票,,,,
510310,易方达沪深300发起式ETF,指数型-股票,,,,
510330,华夏沪深300ETF,指数型-股票,,,,
510350,工银瑞信沪深300ETF,指数型-股票,,,,
510360,广发沪深300ETF,指数型-股票,,,,
510370,兴业沪深300ETF,指数型-股票,,,,
510380,国寿安保沪深300ETF,指数型-股票,,,,
510390,平安沪深300ETF,指数型-股票,,,,
510410,博时上证自然资源ETF,指数型-股票,,,,
510500,南方中证500ETF,指数型-股票,,,,
510510,广发中证500ETF,指数型-股票,,,,
510530,工银中证500ETF,指数型-股票,,,,
510550,方正富邦中证500ETF,指数型-股票,,,,
510560,国寿安保中证500ETF,指数型-股票,,,,
510570,兴业中证500ETF,指数型-股票,,,,
510580,易方达中证500ETF,指数型-股票,,,,
510590,平安中证500ETF,指数型-股票,,,,
510600,申万菱信上证50ETF,指数型-股票,,,,
510630,华夏消费ETF,指数型-股票,,,,
510650,上证金融地产发起式ETF,指数型-股票,,,,
510660,华夏医药ETF,指数型-股票,,,,
510680,万家上证50ETF,指数型-股票,,,,
510710,博时上证50ETF,指数型-股票,,,,
510720,国泰上证国有企业红利ETF,指数型-股票,,,,
510760,国泰上证综合交易ETF,指数型-股票,,,,
510770,申万菱信上证G60创新ETF,指数型-股票,,,,
510800,建信上证50ETF,指数型-股票,,,,
510810,汇添富中证上海国企ETF,指数型-股票,,,,
510850,工银瑞信上证50ETF,指数型-股票,,,,
510880,华泰柏瑞上证红利ETF,指数型-股票,,,,
510900,易方达恒生国企ETF,指数型-海外股票,,,,
510950,广发上证50ETF,指数型-股票,,,,
510980,汇添富上证综合ETF,指数型-股票,,,,
510990,工银瑞信中证180ESGETF,指数型-股票,,,,
511010,国泰上证5年期国债ETF,指数型-固收,,,,
511020,平安中证5-10年国债活跃券ETF,指数型-固收,,,,
511030,平安中债债利差因子ETF,指数型-固收,,,,
511060,海富通上证5年期ETF,指数型-固收,,,,
511080,长盛全债指数增强债券A(后端),指数型-固收,,,,
511081,长盛动态精选混合(后端),混合型-灵活,,,,
511090,鹏扬中债-30年期国债ETF,指数型-固收,,,,
511100,华夏上证基准做市国债ETF,指数型-固收,,,,
511130,博时上证30年期国债ETF,指数型-固收,,,,
511160,国债ETF东财,指数型-固收,,,,
511180,海富通上证投资级可转债ETF,指数型-固收,,,,
511220,海富通上证城投债ETF,指数型-固收,,,,
511260,国泰上证10年期国债ETF,指数型-固收,,,,
511270,海富通上证10年期ETF,指数型-固收,,,,
511360,海富通中证短融ETF,指数型-固收,,,,
511380,博时可转债ETF,指数型-固收,,,,
511520,富国中债7-10年政策性金融债ETF,指数型-固收,,,,
511580,招商中证国债及政策性金融债0-3年ETF,指数型-固收,,,,
511600,华安日日鑫货币H,货币型-普通货币,2016-08-30,1875.55万,,暂无评级
511620,国泰瞬利货币ETFA,货币型-普通货币,2017-08-04,1.25亿,,暂无评级
511650,华夏快线货币ETFE,货币型-普通货币,2016-12-29,9217.57万,,暂无评级
511660,建信现金添益货币H,货币型-普通货币,2016-09-02,117.71亿,,暂无评级
511670,华泰紫金天天金交易型货币A,货币型-普通货币,2017-08-11,704.74万,,暂无评级
511690,大成添益交易型货币E,货币型-普通货币,2016-09-29,8.97亿,,暂无评级
511700,平安交易型货币E,货币型-普通货币,2016-09-23,6.13亿,,暂无评级
511770,金鹰增益货币E,货币型-普通货币,2017-03-20,1738.90万,,暂无评级
511800,易方达货币E,货币型-普通货币,2014-11-21,1.40亿,,暂无评级
511810,南方理财金交易型货币H,货币型-普通货币,2014-12-05,6.78亿,,暂无评级
511820,鹏华添利交易型货币B,货币型-普通货币,2016-01-29,5511.36万,,暂无评级
511830,华泰柏瑞交易货币A,货币型-普通货币,2015-07-14,759.75万,,暂无评级
511850,招商财富宝交易型货币E,货币型-普通货币,2016-06-30,12.78亿,,暂无评级
511860,博时保证金货币ETFA,货币型-普通货币,2014-11-25,2841.96万,,暂无评级
511880,银华日利A,货币型-普通货币,,,,
511900,富国收益宝交易型货币H,货币型-普通货币,2015-11-24,1.66亿,,暂无评级
511910,融通易支付货币E,货币型-普通货币,2016-06-20,246.75万,,暂无评级
511920,广发货币E,货币型-普通货币,2016-03-09,675.96万,,暂无评级
511930,国联日盈A,货币型-普通货币,2015-11-30,235.15万,,暂无评级
511950,广发添利货币A,货币型-普通货币,2016-11-22,1275.53万,,暂无评级
511960,嘉实快线货币H,货币型-普通货币,,,,
511970,国寿安保货币E,货币型-普通货币,2016-07-04,675.46万,,暂无评级
511980,汇添富添富通货币E,货币型-普通货币,2015-10-16,2699.84万,,暂无评级
511990,华宝添益A,货币型-普通货币,,,,
512000,华宝券商ETF,指数型-股票,,,,
512010,易方达沪深300医药ETF,指数型-股票,,,,
512020,鹏华中证A500ETF,指数型-股票,,,,
512040,富国中证价值ETF,指数型-股票,,,,
512050,华夏中证A500ETF,指数型-股票,,,,
512070,易方达沪深300非银ETF,指数型-股票,,,,
512090,易方达MSCI中国A股ETF,指数型-股票,,,,
512100,南方中证1000ETF,指数型-股票,,,,
512120,华安中证细分医药ETF,指数型-股票,,,,
512150,汇安富时中国A50ETF,指数型-股票,,,,
512160,南方MSCI中国A股国际通ETF,指数型-股票,,,,
512170,华宝中证医疗ETF,指数型-股票,,,,
512180,建信MSCI中国A股国际通ETF,指数型-股票,,,,
512190,浙商之江凤凰ETF,指数型-股票,,,,
512200,南方中证房地产ETF,指数型-股票,,,,
512220,景顺中证科技传媒通信150ETF,指数型-股票,,,,
512260,华安中证低波动ETF,指数型-股票,,,,
512280,景顺MSCI中国A股ETF,指数型-股票,,,,
512290,国泰中证生物医药ETF,指数型-股票,,,,
512330,南方中证500信息技术ETF,指数型-股票,,,,
512360,平安MSCI中国A股国际ETF,指数型-股票,,,,
512380,银华MSCI中国A股ETF,指数型-股票,,,,
512390,平安MSCI中国A股ETF,指数型-股票,,,,
512400,南方中证申万有色金属ETF,指数型-股票,,,,
512480,国联安中证半导体ETF,指数型-股票,,,,
512500,华夏中证500ETF,指数型-股票,,,,
512510,华泰柏瑞中证500ETF,指数型-股票,,,,
512520,华泰MSCI中国A股国际通ETF,指数型-股票,,,,
512530,建信沪深300红利ETF,指数型-股票,,,,
512550,嘉实富时中国A50ETF,指数型-股票,,,,
512560,易方达中证军工ETF,指数型-股票,,,,
512570,易方达中证全指证券公司ETF,指数型-股票,,,,
512580,广发中证环保ETF,指数型-股票,,,,
512600,嘉实中证主要消费ETF,指数型-股票,,,,
512640,嘉实中证金融地产ETF,指数型-股票,,,,
512650,添富中证长三角ETF,指数型-股票,,,,
512660,国泰中证军工ETF,指数型-股票,,,,
512670,鹏华中证国防ETF,指数型-股票,,,,
512680,广发中证军工ETF,指数型-股票,,,,
512690,鹏华中证酒ETF,指数型-股票,,,,
512700,南方中证银行ETF,指数型-股票,,,,
512710,富国中证军工龙头ETF,指数型-股票,,,,
512720,国泰中证计算机ETF,指数型-股票,,,,
512730,鹏华中证银行ETF,指数型-股票,,,,
512750,嘉实中证锐联基本面ETF,指数型-股票,,,,
512760,国泰CES半导体芯片ETF,指数型-股票,,,,
512770,华夏战略新兴成指ETF,指数型-股票,,,,
512800,华宝中证银行ETF,指数型-股票,,,,
512810,华宝中证军工ETF,指数型-股票,,,,
512820,汇添富中证银行ETF,指数型-股票,,,,
512870,南华中证杭州湾区ETF,指数型-股票,,,,
512880,国泰中证全指证券公司ETF,指数型-股票,,,,
512890,华泰柏瑞中证红利低波ETF,指数型-股票,,,,
512900,南方中证全指证券公司ETF,指数型-股票,,,,
512910,广发中证A100ETF,指数型-股票,,,,
512930,平安人工智能ETF,指数型-股票,,,,
512950,华夏中证央企ETF,指数型-股票,,,,
512960,博时央企结构调整ETF,指数型-股票,,,,
512970,平安粤港澳大湾区ETF,指数型-股票,,,,
512980,广发中证传媒ETF,指数型-股票,,,,
512990,华夏MSCIA股国际通ETF,指数型-股票,,,,
513000,易方达日经225ETF,指数型-海外股票,,,,
513010,易方达恒生科技(QDII-ETF),指数型-海外股票,,,,
513020,国泰中证港股通科技ETF,指数型-股票,,,,
513030,华安德国(DAX)ETF(QDII),指数型-海外股票,,,,
513040,易方达中证港股通互联网ETF,指数型-股票,,,,
513050,易方达中概互联50ETF,指数型-海外股票,,,,
513060,博时恒生医疗保健(QDII-ETF),指数型-海外股票,,,,
513070,易方达中证港股通消费主题ETF,指数型-股票,,,,
513080,华安法国CAC40ETF(QDII),指数型-海外股票,,,,
513090,易方达中证香港证券投资ETF,指数型-股票,,,,
513100,国泰纳斯达克100ETF,指数型-海外股票,,,,
513110,华泰柏瑞纳斯达克100ETF(QDII),指数型-海外股票,,,,
513120,广发中证香港创新药ETF(QDII),指数型-海外股票,,,,
513130,华泰柏瑞南方东英恒生科技(QDII-ETF),指数型-海外股票,,,,
513140,华泰柏瑞中证香港300金融服务ETF(QDII),指数型-海外股票,,,,
513150,华泰柏瑞港股通科技ETF,指数型-股票,,,,
513160,银华恒生港股通中国科技ETF,指数型-股票,,,,
513170,鹏华恒生中国央企(QDII),指数型-海外股票,,,,
513180,华夏恒生科技ETF(QDII),指数型-海外股票,,,,
513190,华夏中证港股通内地金融ETF,指数型-股票,,,,
513200,易方达中证港股通医药卫生综合ETF,指数型-股票,,,,
513210,易方达恒生ETF(QDII),指数型-海外股票,,,,
513220,招商中证全球中国互联网ETF(QDII),指数型-海外股票,,,,
513230,华夏中证港股通消费主题ETF,指数型-股票,,,,
513260,汇添富恒生科技ETF(QDII),指数型-海外股票,,,,
513280,汇添富恒生香港上市生物科技ETF(QDII),指数型-海外股票,,,,
513290,汇添富纳斯达克生物科技ETF(QDII),指数型-海外股票,,,,
513300,华夏纳斯达克100ETF(QDII),指数型-海外股票,,,,
513310,华泰柏瑞中韩半导体ETF(QDII),指数型-海外股票,,,,
513320,易方达恒生港股通新经济ETF,指数型-股票,,,,
513330,华夏恒生互联网科技业ETF(QDII),指数型-海外股票,,,,
513350,富国标普石油天然气勘探及生产精选行业ETF(QDII),指数型-海外股票,,,,
513360,博时全球中国教育(QDII-ETF),指数型-海外股票,,,,
513380,广发恒生科技(QDII-ETF),指数型-海外股票,,,,
513390,博时纳斯达克100ETF(QDII),指数型-海外股票,,,,
513400,鹏华道琼斯工业平均ETF(QDII),指数型-海外股票,,,,
513500,博时标普500ETF,指数型-海外股票,,,,
513520,华夏野村日经225ETF,指数型-海外股票,,,,
513530,华泰柏瑞中证港股通高股息投资ETF(QDII),指数型-海外股票,,,,
513550,华泰柏瑞中证港股通50ETF,指数型-股票,,,,
513560,兴银中证港股通科技ETF,指数型-股票,,,,
513580,华安恒生科技(QDII-ETF),指数型-海外股票,,,,
513590,鹏华中证港股通消费主题ETF,指数型-股票,,,,
513600,南方恒指ETF,指数型-海外股票,,,,
513630,摩根标普港股通低波红利ETF,指数型-股票,,,,
513650,南方标普500ETF(QDII),指数型-海外股票,,,,
513660,华夏沪港通恒生ETF,指数型-股票,,,,
513690,博时恒生高股息ETF,指数型-股票,,,,
513700,鹏华中证港股通医药卫生综合交易ETF,指数型-股票,,,,
513730,华泰柏瑞南方东英新交所泛东南亚科技ETF(QDII),指数型-海外股票,,,,
513750,广发中证港股通非银ETF,指数型-股票,,,,
513770,华宝中证港股通互联网ETF,指数型-股票,,,,
513780,景顺长城中证港股通创新药ETF,指数型-股票,,,,
513800,南方顶峰TOPIX-ETF,指数型-海外股票,,,,
513810,华夏中证香港内地国有企业ETF(QDII),指数型-海外股票,,,,
513820,汇添富中证港股通高股息投资ETF,指数型-股票,,,,
513850,易方达MSCI美国50ETF(QDII),指数型-海外股票,,,,
513860,海富通中证港股通科技ETF,指数型-股票,,,,
513870,富国纳斯达克100ETF(QDII),指数型-海外股票,,,,
513880,华安日经225ETF,指数型-海外股票,,,,
513890,摩根恒生科技ETF(QDII),指数型-海外股票,,,,
513900,华安CES港股通ETF,指数型-股票,,,,
513910,华夏中证港股通央企红利ETF,指数型-股票,,,,
513920,华安恒生港股通中国央企红利ETF,指数型-股票,,,,
513950,富国恒生港股通高股息低波动ETF(QDII),指数型-海外股票,,,,
513970,景顺长城恒生消费ETF(QDII),指数型-海外股票,,,,
513980,景顺长城中证港股通科技ETF,指数型-股票,,,,
513990,招商上证港股通ETF,指数型-股票,,,,
515000,华宝中证科技龙头ETF,指数型-股票,,,,
