基金代码,基金简称,基金类型,成立时间,最新规模,股票,债券,现金,其他
019172,摩根纳斯达克100指数(QDII)人民币A,指数型-海外股票,2023-09-25,3.99,93.63,0,7.76,3.11
019173,摩根纳斯达克100指数(QDII)人民币C,指数型-海外股票,2023-09-25,3.12,93.63,0,7.76,3.11
019174,摩根纳斯达克100指数(QDII)美元现汇A,指数型-海外股票,,,93.63,0,7.76,3.11
019175,摩根纳斯达克100指数(QDII)美元现汇C,指数型-海外股票,,,,,,
019176,汇添富添添乐双鑫债券A,债券型-混合二级,2024-03-22,0.932902,5.79,92.29,9.85,2.92
019177,汇添富添添乐双鑫债券C,债券型-混合二级,2024-03-22,1.15,5.79,92.29,9.85,2.92
019178,富国瑞丰纯债债券A,债券型-长债,,,0,130.43,0,0.0
019179,富国瑞丰纯债债券C,债券型-长债,,,0,130.43,0,0.0
019180,光大保德信动态优选灵活配置混合C,混合型-灵活,,,79.69,15.82,4.59,0.65
019181,光大保德信一带一路混合C,混合型-偏股,,,91.06,0,9.54,0.26
019182,大成蓝筹稳健混合C,混合型-灵活,2023-09-07,0.067371,92.13,0,7.97,0.06
019183,大成精选增值混合C,混合型-灵活,2023-08-28,0.367938,82.37,0,17.75,0.07
019184,大成趋势回报灵活配置混合C,混合型-灵活,,,82.17,0,18.26,0.69
019185,泰康中证1000指数增强发起A,指数型-股票,2023-10-26,0.200399,87.56,0,11.84,1.75
019186,泰康中证1000指数增强发起C,指数型-股票,2023-10-26,0.317162,87.56,0,11.84,1.75
019187,中银证券和瑞一年持有混合A,混合型-偏债,2023-12-04,0.789151,0,114.1,0.73,13.42
019188,中银证券和瑞一年持有混合C,混合型-偏债,2023-12-04,1.52,0,114.1,0.73,13.42
019189,华商品质价值混合A,混合型-偏股,2024-04-02,0.418245,92.58,0,6.9,0.99
019190,华商品质价值混合C,混合型-偏股,2024-04-02,0.766746,92.58,0,6.9,0.99
019191,富国纯债债券发起式E,债券型-长债,,,0,124.86,0.3,0.55
019192,人保中债1-5年政策性金融债A,指数型-固收,2023-11-02,18.52,0,105.46,0.5,0.01
019193,人保中债1-5年政策性金融债C,指数型-固收,2023-11-02,0.0014,0,105.46,0.5,0.01
019194,融通产业趋势精选混合C,混合型-偏股,2023-08-22,2.96,91.76,0.22,7.23,2.7
019195,博时量化平衡混合C,混合型-偏债,,,39.9,50.18,7.57,2.64
019196,华富国潮优选混合发起式C,混合型-偏股,2023-09-14,0.003595,94.07,3.31,14.91,0.08
019197,大成国企改革灵活配置混合C,混合型-灵活,2023-09-11,1.13,90.13,0,9.22,1.2
019198,华富灵活配置混合C,混合型-灵活,2023-09-07,0.062478,94.57,0,5.71,0.7
019199,华富国泰民安灵活配置混合C,混合型-灵活,2023-09-01,0.026222,85.61,1.37,8.76,7.31
019200,华富健康文娱灵活配置混合C,混合型-灵活,2023-09-01,0.866827,93.13,0,8.29,2.1
019201,大成盛世精选混合C,混合型-灵活,2023-09-21,0.000264,91.24,0,8.97,0.08
019202,长盛全债指数增强债券C,指数型-固收,2023-10-20,2.22,0,128.6,4.62,4.53
019203,长盛全债指数增强债券D,指数型-固收,2023-10-20,3.64,0,128.6,4.62,4.53
019204,鹏华丰康债券C,债券型-长债,2023-08-25,5.16,0,106.91,1.08,0.31
019205,鹏华优质企业混合C,混合型-偏股,2023-08-29,0.013577,95.34,0,4.85,0.1
019206,大成产业升级股票(LOF)C,股票型,2023-09-01,3.2,85.92,0.47,13.84,0.02
019207,大成正向回报灵活配置混合C,混合型-灵活,2023-09-13,0.012336,94.74,0.35,4.89,1.0
019208,大成创新成长混合(LOF)C,混合型-灵活,2023-09-19,0.001869,74.43,2.04,22.49,1.23
019209,浦银安盛精致生活混合C,混合型-灵活,2023-08-28,0.0001419999999999,72.86,0,15.58,12.0
019210,浦银安盛沪深300指数增强C,指数型-股票,2023-08-28,1.85,93.65,0,9.99,0.37
019211,交银智选进取三个月持有期混合发起(FOF)A,FOF-进取型,2023-12-27,0.113448,4.67,5.15,0.75,90.52
019212,交银智选进取三个月持有期混合发起(FOF)C,FOF-进取型,2023-12-27,0.024128,4.67,5.15,0.75,90.52
019213,华富物联世界灵活配置混合C,混合型-灵活,2023-09-07,0.01405,87.21,1.03,9.26,3.53
019214,华宝宝盛债券C,债券型-长债,2023-08-25,0.0020559999999999,0,120.43,0.05,0.0
019215,景顺长城量化平衡混合C,混合型-灵活,2023-08-28,0.000227,92.98,0,7.85,0.01
019216,天弘价值精选混合发起C,混合型-灵活,2023-08-23,0.459096,9.03,94.31,20.64,0.15
019217,永赢腾利债券A,债券型-长债,,,0,110.83,0.04,0.0
019218,永赢腾利债券C,债券型-长债,,,0,110.83,0.04,0.0
019219,中信保诚先进制造混合A,混合型-偏股,2023-10-09,0.168106,75.29,0,14.75,11.38
019220,中信保诚先进制造混合C,混合型-偏股,2023-10-09,0.0709019999999999,75.29,0,14.75,11.38
019221,工银瑞享纯债债券D,债券型-混合一级,2023-09-05,0.006067,0,110.89,1.45,3.98
019222,大成灵活配置混合C,混合型-灵活,,,81.95,0,20.92,0.96
019223,大成一带一路灵活配置混合C,混合型-灵活,,,90.74,0,9.19,0.41
019224,大成国家安全主题灵活配置混合C,混合型-灵活,,,0.66,0,100.13,0.21
019225,大成行业轮动混合C,混合型-偏股,,,86.87,0,14.93,0.95
019226,方正富邦金立方一年持有期混合A,混合型-偏股,2023-09-04,0.0001889999999999,92.73,0,9.55,0.03
019227,方正富邦金立方一年持有期混合D,混合型-偏股,,,92.73,0,9.55,0.03
019228,方正富邦金立方一年持有期混合E,混合型-偏股,,,92.73,0,9.55,0.03
019230,广发全球稳健配置混合(QDII)人民币A,QDII-混合债,2024-04-24,4.35,5.61,73.19,21.02,3.31
019231,广发全球稳健配置混合(QDII)人民币C,QDII-混合债,2024-04-24,0.201474,5.61,73.19,21.02,3.31
019232,广发全球稳健配置混合(QDII)美元A,QDII-混合债,,,5.61,73.19,21.02,3.31
019233,广发全球稳健配置混合(QDII)美元C,QDII-混合债,,,,,,
019234,光大保德信均衡精选混合C,混合型-偏股,,,89.16,2.42,9.19,0.81
019235,华富策略精选混合C,混合型-灵活,2023-09-14,0.010272,80.03,14.16,5.4,8.59
019236,广发国证通信ETF发起式联接A,指数型-股票,2023-10-26,0.148167,0,0,5.15,95.53
019237,广发国证通信ETF发起式联接C,指数型-股票,2023-10-26,0.0565429999999999,0,0,5.15,95.53
019238,南方现金增利货币D,货币型-普通货币,,,0,11.79,53.36,35.96
019239,景顺长城创业板综指增强C,指数型-股票,2023-08-28,0.261927,92.95,0,10.36,1.52
019240,华泰柏瑞中证1000指数增强A,指数型-股票,2023-09-19,1.52,92.14,0,7.26,0.83
019241,华泰柏瑞中证1000指数增强C,指数型-股票,2023-09-19,0.675216,92.14,0,7.26,0.83
019242,汇丰晋信2016周期混合C,混合型-偏债,2023-09-19,0.064818,0,82.68,17.81,0.04
019243,汇丰晋信大盘股票C,股票型,,,91.04,0,12.65,0.12
019244,汇丰晋信龙腾混合C,混合型-偏股,2023-11-20,0.216926,94.57,1.09,4.27,0.54
019245,鹏华易诚积极3个月持有期混合(FOF)A,FOF-进取型,2023-10-31,1.17,0,5.07,4.73,95.89
019246,鹏华易诚积极3个月持有期混合(FOF)C,FOF-进取型,2023-10-31,0.675083,0,5.07,4.73,95.89
019247,鹏华易选积极3个月持有期混合(FOF)A,FOF-进取型,2023-12-05,0.0897179999999999,0,5.03,4.57,92.67
019248,鹏华易选积极3个月持有期混合(FOF)C,FOF-进取型,2023-12-05,0.310681,0,5.03,4.57,92.67
019251,景顺长城MSCI中国A股国际通指数增强C,指数型-股票,2023-08-28,0.1129829999999999,91.2,0,8.66,0.57
019252,光大保德信创新生活混合C,混合型-偏股,,,89.05,0,14.78,0.38
019253,富安达科技创新混合C,混合型-偏股,2023-08-28,0.193457,94.33,0,6.07,0.1
019254,大成深证成长40ETF联接C,指数型-股票,,,0.15,0.19,4.96,95.52
019255,大成内需增长混合C,混合型-偏股,,,86.34,0,13.82,0.07
019256,西部利得中债1-3年政金债指数E,指数型-固收,2023-08-28,23.72,0,97.76,2.03,0.23
019257,恒越智选科技混合A,混合型-偏股,2023-11-17,0.201665,92.19,0,5.84,2.45
019258,恒越智选科技混合C,混合型-偏股,2023-11-17,0.058489,92.19,0,5.84,2.45
019259,国泰富时中国国企开放共赢ETF发起联接A,指数型-股票,2023-09-05,0.2186,0,4.92,2.92,96.13
019260,富国恒生港股通高股息低波动ETF发起式联接A,指数型-股票,2023-09-12,0.530319,0,5.21,2.68,99.73
019261,富国恒生港股通高股息低波动ETF发起式联接C,指数型-股票,2023-09-12,0.323112,0,5.21,2.68,99.73
019262,中信保诚嘉盛三个月定开债券A,债券型-长债,2023-12-13,49.45,0,119.11,0.43,3.4
019263,中信保诚嘉盛三个月定开债券C,债券型-长债,2023-12-13,0.00218,0,119.11,0.43,3.4
019264,易方达安瑞短债债券D,债券型-中短债,,,0,115.36,0.03,2.57
019265,南方港股数字经济混合发起(QDII)A,QDII-混合偏股,2023-10-24,0.207092,72.63,0,20.24,20.41
019266,南方港股数字经济混合发起(QDII)C,QDII-混合偏股,2023-10-24,0.154723,72.63,0,20.24,20.41
019267,富国新天锋债券(LOF)C,债券型-混合一级,,,0,109.78,1.38,1.57
019268,交银安心收益债券E,债券型-混合二级,,,8.0,112.6,4.24,2.89
019269,国泰富时中国国企开放共赢ETF发起联接C,指数型-股票,2023-09-05,0.130936,0,4.92,2.92,96.13
019270,财通中证1000指数增强A,指数型-股票,2023-11-07,0.448932,92.03,0,7.6,0.87
019271,财通中证1000指数增强C,指数型-股票,2023-11-07,1.8,92.03,0,7.6,0.87
019272,长城量化小盘股票C,股票型,2023-09-11,0.030717,91.11,4.98,7.83,0.31
019273,长城改革红利混合C,混合型-灵活,2023-09-12,0.001327,82.2,0,18.92,0.56
019274,长城核心优选混合C,混合型-灵活,2023-09-13,0.0,90.24,4.6,7.14,0.12
019275,浙商汇金转型升级C,混合型-灵活,,,56.2,0,47.24,10.44
019276,长城智能产业混合C,混合型-灵活,2023-09-14,0.004271,82.47,0,18.65,0.54
019277,长城国企优选混合发起式A,混合型-偏股,2023-10-24,0.106653,94.7,0,7.19,2.63
019278,长城国企优选混合发起式C,混合型-偏股,2023-10-24,0.000609,94.7,0,7.19,2.63
019279,嘉实中证大农业ETF发起联接A,指数型-股票,2023-10-27,0.1071579999999999,1.83,0,7.27,96.44
019280,嘉实中证大农业ETF发起联接C,指数型-股票,2023-10-27,0.064449,1.83,0,7.27,96.44
019281,华西优选成长一年持有混合,混合型-偏股,,,92.42,0,6.38,1.34
019282,华宝宝润债券C,债券型-长债,,,0,98.99,0.06,0.99
019283,南方睿阳稳健添利6个月持有债券A,债券型-混合二级,2024-02-06,0.189748,4.78,86.29,1.53,8.69
019284,南方睿阳稳健添利6个月持有债券C,债券型-混合二级,2024-02-06,0.963519,4.78,86.29,1.53,8.69
019285,平安惠旭纯债A,债券型-长债,,,0,99.9,0.14,0
019286,平安惠旭纯债C,债券型-长债,,,0,99.9,0.14,0
019287,鹏华丰诚债券D,债券型-混合一级,,,0,98.64,2.41,0.57
019288,鹏华安盈宝货币E,货币型-普通货币,,,0,46.67,40.78,20.76
019289,交银裕如纯债债券E,债券型-长债,,,0,136.1,0.06,0.01
019290,鹏华兴鑫宝货币E,货币型-普通货币,,,0,57.34,14.32,32.78
019291,德邦新回报灵活配置混合C,混合型-灵活,,,94.02,0,5.51,0.94
019292,浙商之江凤凰联接C,指数型-股票,,,0,0,4.82,95.79
019293,长江长扬混合发起A,混合型-偏股,2023-09-11,0.165822,83.38,5.06,10.76,2.68
019294,长江长扬混合发起C,混合型-偏股,2023-09-11,0.004372,83.38,5.06,10.76,2.68
019295,博时匠心优选混合A,混合型-偏股,2024-04-25,0.412782,83.59,8.42,7.44,1.66
019296,博时匠心优选混合C,混合型-偏股,2024-04-25,0.008921,83.59,8.42,7.44,1.66
019299,海富通国策导向混合C,混合型-偏股,,,88.78,4.81,3.13,4.46
019300,海富通国策导向混合D,混合型-偏股,,,88.78,4.81,3.13,4.46
019302,鹏华产业债债券C,债券型-混合一级,2023-09-18,0.259654,0,109.5,2.09,0.02
019303,光大保德信红利混合C,混合型-偏股,,,79.08,0,12.3,8.98
019304,德邦短债E,债券型-中短债,2023-09-04,0.684355,0,140.7,1.1,1.14
019305,摩根标普500指数(QDII)人民币C,指数型-海外股票,2023-09-01,4.43,94.52,0,7.81,0.75
019306,嘉实研究阿尔法股票C,股票型,2023-09-08,0.112061,91.24,0,8.75,0.3
019307,大成惠利纯债债券C,债券型-长债,,,0,120.65,0.07,2.88
019308,光大保德信中小盘混合C,混合型-偏股,,,82.0,4.84,1.31,13.59
019309,中航恒宇港股通价值优选混合发起A,混合型-偏股,2023-09-27,0.27548,90.83,0,9.76,0.2
019310,中航恒宇港股通价值优选混合发起C,混合型-偏股,2023-09-27,0.040678,90.83,0,9.76,0.2
019311,南方富时中国国企开放共赢ETF发起联接A,指数型-股票,2023-11-21,1.13,0,3.92,2.43,97.42
019312,南方富时中国国企开放共赢ETF发起联接C,指数型-股票,2023-11-21,4.38,0,3.92,2.43,97.42
019313,易方达中证港股通互联网ETF发起式联接A,指数型-股票,2023-09-21,0.263742,0,0,5.79,103.5
019314,易方达中证港股通互联网ETF发起式联接C,指数型-股票,2023-09-21,0.238125,0,0,5.79,103.5
019315,易方达中证新能源ETF联接发起式A,指数型-股票,2023-09-26,0.159876,0,0,5.71,98.95
019316,易方达中证新能源ETF联接发起式C,指数型-股票,2023-09-26,0.119431,0,0,5.71,98.95
019317,银华纯债信用债券(LOF)D,债券型-长债,2023-09-26,10.62,0,105.71,0.74,1.24
019318,汇添富国证2000指数增强A,指数型-股票,2023-11-07,1.01,93.57,0,6.47,1.0
019319,汇添富国证2000指数增强C,指数型-股票,2023-11-07,0.88397,93.57,0,6.47,1.0
019320,易方达中证500质量成长ETF联接发起式A,指数型-股票,2023-09-21,0.141774,0,0,5.03,101.58
019321,易方达中证500质量成长ETF联接发起式C,指数型-股票,2023-09-21,0.086793,0,0,5.03,101.58
019322,中信建投致远混合A,混合型-偏股,2024-01-30,0.322753,83.0,7.93,7.62,1.79
019323,中信建投致远混合C,混合型-偏股,2024-01-30,0.068953,83.0,7.93,7.62,1.79
019324,易方达中证生物科技主题ETF发起式联接A,指数型-股票,2023-09-19,0.115995,0,0,4.55,98.14
019325,易方达中证生物科技主题ETF发起式联接C,指数型-股票,2023-09-19,0.014543,0,0,4.55,98.14
019326,申万菱信乐研混合A,混合型-偏股,2024-04-25,0.47781,69.38,0,53.32,11.17
019327,申万菱信乐研混合C,混合型-偏股,2024-04-25,0.496108,69.38,0,53.32,11.17
019328,国泰金盛回报混合A,混合型-偏股,2024-02-02,0.287315,88.46,1.17,11.54,0.76
019329,国泰金盛回报混合C,混合型-偏股,2024-02-02,0.326435,88.46,1.17,11.54,0.76
019330,华泰柏瑞中证沪港深云计算产业ETF发起式联接A,指数型-股票,2023-09-14,0.291344,0.09,0.34,5.11,94.58
019331,华泰柏瑞中证沪港深云计算产业ETF发起式联接C,指数型-股票,2023-09-14,0.007461,0.09,0.34,5.11,94.58
019332,华富产业智选混合A,混合型-偏股,2024-03-20,0.102778,88.84,0,15.63,25.25
019333,华富产业智选混合C,混合型-偏股,2024-03-20,0.155328,88.84,0,15.63,25.25
019334,大成红利汇聚混合A,混合型-偏股,2024-01-23,0.040766,87.16,4.28,43.67,19.41
019335,大成红利汇聚混合C,混合型-偏股,2024-01-23,0.0258949999999999,87.16,4.28,43.67,19.41
019336,万家国企动力混合A,混合型-偏股,2024-03-20,1.35,91.59,0,8.55,0.37
019337,万家国企动力混合C,混合型-偏股,2024-03-20,1.34,91.59,0,8.55,0.37
019338,创金合信启富优选股票发起A,股票型,2023-09-19,0.155101,80.82,4.88,2.01,19.07
019339,创金合信启富优选股票发起C,股票型,2023-09-19,0.284961,80.82,4.88,2.01,19.07
019340,西部利得研究精选混合A,混合型-偏股,2024-03-26,0.149831,92.23,0,10.78,3.43
019341,西部利得研究精选混合C,混合型-偏股,2024-03-26,0.566843,92.23,0,10.78,3.43
019342,富国价值发现混合A,混合型-偏股,2024-02-06,0.972474,91.6,0,6.24,2.87
019343,富国价值发现混合C,混合型-偏股,2024-02-06,0.346599,91.6,0,6.24,2.87
019344,广发聚源债券(LOF)B,债券型-长债,,,0,103.63,0,0.46
019345,交银医疗健康混合发起A,混合型-偏股,2023-10-11,0.212998,87.26,4.85,10.98,0.09
019346,交银医疗健康混合发起C,混合型-偏股,2023-10-11,0.2055469999999999,87.26,4.85,10.98,0.09
019347,富国匠心成长混合A,混合型-偏股,2024-04-30,0.102107,78.73,0,48.1,0.06
019348,富国匠心成长混合C,混合型-偏股,2024-04-30,0.503922,78.73,0,48.1,0.06
019349,中信保诚瑞丰6个月混合A,混合型-偏债,2023-11-28,0.016004,24.54,52.67,12.73,10.87
019350,中信保诚瑞丰6个月混合C,混合型-偏债,2023-11-28,0.169308,24.54,52.67,12.73,10.87
019351,招商远见回报3年定开混合,混合型-偏股,2023-12-04,2.38,92.69,4.24,3.2,0.34
019352,招商精选企业混合A,混合型-偏股,2023-11-17,0.453622,91.72,0,5.63,3.1
019353,招商精选企业混合C,混合型-偏股,2023-11-17,1.09,91.72,0,5.63,3.1
019354,易方达平衡视野混合A1,混合型-偏股,2023-12-04,2.33,79.91,5.67,16.93,0.08
019355,易方达平衡视野混合A2,混合型-偏股,2023-12-04,0.001086,79.91,5.67,16.93,0.08
019356,易方达平衡视野混合A3,混合型-偏股,2023-12-04,0.001088,79.91,5.67,16.93,0.08
019359,景顺长城中证500行业中性低波动指数C,指数型-股票,2023-09-11,0.15058,94.4,0,6.38,0.29
019360,汇添富积极优选三年定开混合,混合型-偏股,2023-11-14,3.1,79.74,0,21.83,0.64
019361,富国核心优势混合发起式A,混合型-偏股,2023-12-01,1.0,87.35,0,11.15,8.49
019362,富国核心优势混合发起式C,混合型-偏股,2023-12-01,0.5626,87.35,0,11.15,8.49
019363,大成至信回报三年定开放混合,混合型-偏股,2023-12-01,5.51,76.82,0,23.62,0.01
019364,银华华茂定开债券D,债券型-混合一级,2023-09-05,0.00079,0,127.86,1.42,0.13
019365,汇添富中证国新央企股东回报ETF联接A,指数型-股票,2024-02-02,0.161464,0,0,8.94,93.69
019366,汇添富中证国新央企股东回报ETF联接C,指数型-股票,2024-02-02,0.131339,0,0,8.94,93.69
019367,长城均衡成长混合A,混合型-偏股,2023-12-25,0.296225,80.04,0,21.7,1.97
019368,长城均衡成长混合C,混合型-偏股,2023-12-25,0.58911,80.04,0,21.7,1.97
019369,银华安丰中短期政策性金融债债券D,债券型-中短债,2023-09-07,20.65,0,136.84,2.53,0.34
019370,富国久利稳健配置混合E,混合型-偏债,,,32.38,92.22,3.5,2.0
019371,富国远见精选三年定期开放混合,混合型-偏股,2023-12-04,3.01,71.36,14.31,14.85,0.65
019372,大成元丰多利债券A,债券型-混合二级,2023-11-02,0.202854,8.85,91.18,0.76,0.13
019373,大成元丰多利债券C,债券型-混合二级,2023-11-02,0.311857,8.85,91.18,0.76,0.13
019374,广发睿杰精选混合发起式A1,混合型-偏股,2023-11-24,0.304003,80.22,0.54,5.97,13.62
019375,广发睿杰精选混合发起式A2,混合型-偏股,2023-11-24,0.035934,80.22,0.54,5.97,13.62
019376,广发睿杰精选混合发起式A3,混合型-偏股,2023-11-24,0.0361029999999999,80.22,0.54,5.97,13.62
019379,南方前瞻共赢三年定开混合,混合型-偏股,2023-11-23,2.95,60.6,0,16.42,23.48
019380,景顺长城景盛双益债券A,债券型-混合二级,2023-12-26,0.6493140000000001,19.53,94.85,3.43,4.18
019381,景顺长城景盛双益债券C,债券型-混合二级,2023-12-26,0.4087,19.53,94.85,3.43,4.18
019382,南方景元中高等级信用债债券C,债券型-长债,,,0,135.51,0.09,0.19
019383,银华信用季季红债券D,债券型-混合一级,2023-09-04,1.24,0,134.2,2.33,0.73
019384,兴证全球可持续投资三年定开混合,混合型-偏股,2023-12-04,3.97,89.07,0,9.32,2.16
019385,东财科创50A,指数型-股票,2023-11-07,0.125451,95.27,0,5.44,0.57
019386,东财科创50C,指数型-股票,2023-11-07,0.057225,95.27,0,5.44,0.57
019387,中欧时代共赢混合发起A1,混合型-偏股,2023-11-28,0.366324,90.79,2.44,3.56,6.7
019388,中欧时代共赢混合发起A2,混合型-偏股,2023-11-28,0.002245,90.79,2.44,3.56,6.7
019389,中欧时代共赢混合发起A3,混合型-偏股,2023-11-28,0.0022489999999999,90.79,2.44,3.56,6.7
019390,光大保德信研究精选混合C,混合型-偏股,,,82.53,5.76,15.77,0.21
019391,招商双债增强债券(LOF)I,债券型-混合一级,,,0,104.42,0.34,0.2
019392,嘉实匠心严选混合A,混合型-偏股,2024-02-06,0.216328,90.17,5.26,8.0,0.06
019393,嘉实匠心严选混合C,混合型-偏股,2024-02-06,0.071309,90.17,5.26,8.0,0.06
019394,浦银安盛策略优选混合A,混合型-偏股,2023-12-19,0.2170409999999999,92.51,0,7.9,0.06
019395,浦银安盛策略优选混合C,混合型-偏股,2023-12-19,0.462752,92.51,0,7.9,0.06
019396,博时双月乐60天持有期债券A,债券型-中短债,2023-11-14,2.32,0,95.54,0.36,7.82
019397,博时双月乐60天持有期债券C,债券型-中短债,2023-11-14,8.63,0,95.54,0.36,7.82
019398,国投瑞银恒睿添利债券A,债券型-长债,2023-12-14,1.93,0,111.3,2.42,4.78
019399,国投瑞银恒睿添利债券C,债券型-长债,2023-12-14,8.16,0,111.3,2.42,4.78
019400,国泰君安安睿纯债债券,债券型-中短债,,,0,87.0,0.67,12.39
019401,交银瑞元三年定期开放混合,混合型-偏股,2023-10-27,18.67,81.85,0.03,8.94,9.69
019402,财通资管中证1000指数增强A,指数型-股票,2024-04-29,0.101342,92.01,0,5.76,2.65
019403,财通资管中证1000指数增强C,指数型-股票,2024-04-29,0.015875,92.01,0,5.76,2.65
019404,华夏中证全指运输ETF发起式联接A,指数型-股票,2023-09-27,0.121344,1.77,0,5.96,94.29
019405,华夏中证全指运输ETF发起式联接C,指数型-股票,2023-09-27,0.014468,1.77,0,5.96,94.29
019406,富达裕达纯债A,债券型-长债,2023-11-22,23.37,0,106.88,7.89,0.07
019407,富达裕达纯债C,债券型-长债,2023-11-22,0.237645,0,106.88,7.89,0.07
019408,易方达中证港股通中国100ETF联接发起式A,指数型-股票,2024-01-04,0.2272739999999999,0,0,6.48,100.8
019409,易方达中证港股通中国100ETF联接发起式C,指数型-股票,2024-01-04,0.142166,0,0,6.48,100.8
019410,南方数字经济混合A,混合型-偏股,2023-11-14,0.379862,92.08,0,11.52,0.84
019411,南方数字经济混合C,混合型-偏股,2023-11-14,0.1325569999999999,92.08,0,11.52,0.84
019412,长城新兴产业混合C,混合型-灵活,2023-09-21,0.000323,93.7,3.11,2.85,0.68
019414,长城消费增值混合C,混合型-偏股,2023-09-22,0.0002279999999999,89.94,0.16,7.36,2.99
019415,南方港股医药行业混合发起(QDII)A,QDII-混合偏股,2023-10-24,0.108648,83.92,0,12.18,5.69
019416,南方港股医药行业混合发起(QDII)C,QDII-混合偏股,2023-10-24,0.009105,83.92,0,12.18,5.69
019417,中欧磐固债券A,债券型-混合二级,,,6.22,115.3,2.72,9.22
019418,中欧磐固债券C,债券型-混合二级,,,6.22,115.3,2.72,9.22
019419,国泰君安善怡稳健六个月持有债券发起(FOF)A,FOF-稳健型,,,0,0,7.28,92.96
019420,国泰君安善怡稳健六个月持有债券发起(FOF)C,FOF-稳健型,,,0,0,7.28,92.96
019421,华安远见慧选混合发起式A1,混合型-偏股,2023-12-05,0.223214,76.5,0,25.45,1.32
019422,华安远见慧选混合发起式A2,混合型-偏股,2023-12-05,0.000108,76.5,0,25.45,1.32
019423,华安远见慧选混合发起式A3,混合型-偏股,2023-12-05,0.000108,76.5,0,25.45,1.32
019424,财通资管双鑫一年持有期债券A,债券型-混合二级,2023-11-28,1.13,1.27,118.01,0.43,0.48
019425,财通资管双鑫一年持有期债券C,债券型-混合二级,2023-11-28,1.86,1.27,118.01,0.43,0.48
019426,中银数字经济混合A,混合型-偏股,2024-04-25,0.000867,0,0,113.13,1.78
019427,中银数字经济混合C,混合型-偏股,2024-04-25,0.002018,0,0,113.13,1.78
019428,广发中证国新央企股东回报ETF发起式联接A,指数型-股票,2023-11-24,0.235628,0,0,5.87,95.54
019429,广发中证国新央企股东回报ETF发起式联接C,指数型-股票,2023-11-24,0.375173,0,0,5.87,95.54
019430,国联安价值甄选混合,混合型-偏股,2024-05-14,2.3,84.23,4.39,2.2,10.42
019431,永赢睿信混合A,混合型-偏股,2023-12-22,6.02,81.87,0,13.69,12.37
019432,永赢睿信混合C,混合型-偏股,2023-12-22,10.21,81.87,0,13.69,12.37
019433,国泰君安消费机遇混合发起A,混合型-偏股,2023-09-19,0.087363,88.28,0,10.39,1.79
019434,国泰君安消费机遇混合发起C,混合型-偏股,2023-09-19,0.02971,88.28,0,10.39,1.79
019435,易米鑫选品质混合A,混合型-偏股,,,75.73,5.77,17.36,15.06
019436,易米鑫选品质混合C,混合型-偏股,,,75.73,5.77,17.36,15.06
019439,银华顺璟6个月定期开放债券C,债券型-长债,2023-09-28,0.000202,0,140.78,0.08,0.0
019440,光大保德信银发商机混合C,混合型-偏股,,,85.34,5.05,1.09,9.19
019441,万家纳斯达克100指数发起式(QDII)A,指数型-海外股票,2023-09-27,1.44,91.87,0,11.35,7.03
019442,万家纳斯达克100指数发起式(QDII)C,指数型-海外股票,2023-09-27,2.95,91.87,0,11.35,7.03
019443,浙商汇金中证同业存单AAA指数7天持有,指数型-固收,,,0,118.46,0.21,2.86
019444,富国智选稳进3个月持有混合(FOF)E,FOF-稳健型,,,0,5.35,0.3,94.69
019445,华富恒盛纯债债券E,债券型-长债,2023-09-11,0.128487,0,123.64,0.3,0.03
019446,汇添富短债债券D,债券型-中短债,,,0,117.16,0.1,0.04
019447,华夏全球科技先锋混合(QDII)(美元现汇),QDII-混合偏股,,,63.44,0,21.76,18.29
019448,华夏全球科技先锋混合(QDII)(美元现钞),QDII-混合偏股,,,63.44,0,21.76,18.29
019449,摩根日本精选股票(QDII)C,QDII-普通股票,2023-09-08,4.88,94.75,0,7.21,0.89
019450,摩根欧洲动力策略股票(QDII)C,QDII-普通股票,2023-09-08,0.723785,88.15,0,8.86,5.92
019451,中欧兴悦债券C,债券型-长债,,,0,117.52,0.48,0.0
019452,南方中证全指医疗保健设备与服务ETF发起联接A,指数型-股票,2023-10-24,0.12443,0,0.54,4.62,100.52
019453,南方中证全指医疗保健设备与服务ETF发起联接C,指数型-股票,2023-10-24,0.0536909999999999,0,0.54,4.62,100.52
019454,华泰柏瑞中韩半导体ETF发起式联接(QDII)A,指数型-海外股票,,,0,0,14.45,90.69
019455,华泰柏瑞中韩半导体ETF发起式联接(QDII)C,指数型-海外股票,,,0,0,14.45,90.69
019456,国富稳健养老一年混合(FOF)Y,FOF-稳健型,2023-09-21,0.000248,0.02,5.49,8.27,88.12
019457,平安先进制造主题股票发起A,股票型,2023-10-24,0.1094359999999999,91.79,0,11.1,6.35
019458,平安先进制造主题股票发起C,股票型,2023-10-24,0.8596159999999999,91.79,0,11.1,6.35
019459,华安积极养老目标五年持有混合发起式(FOF)Y,FOF-进取型,2023-09-20,0.001546,0,4.65,2.69,92.86
019460,摩根瑞锦纯债债券A,债券型-长债,2023-10-24,0.853282,0,89.77,10.07,7.43
019461,摩根瑞锦纯债债券C,债券型-长债,2023-10-24,2.12,0,89.77,10.07,7.43
019462,工银安悦稳健养老目标三年持有混合(FOF)Y,FOF-均衡型,2023-09-14,0.003185,0,4.86,8.84,101.37
