基金代码,基金简称,基金类型,成立时间,最新规模,股票,债券,现金,其他
310318,申万菱信沪深300指数增强A,指数型-股票,2004-11-29,6.33,89.77,4.36,5.52,0.71
310328,申万菱信新动力混合,混合型-偏股,2005-11-10,18.23,78.77,0.0,21.35,0.02
310338,申万菱信收益宝货币A,货币型-普通货币,2006-07-07 00:00:00,8.82,0.0,64.28,16.92,30.12
310339,申万菱信收益宝货币B,货币型-普通货币,2013-01-21 00:00:00,103.29,0.0,64.28,16.92,30.12
310358,申万菱信新经济混合,混合型-灵活,2006-12-06,22.61,84.79,0.0,14.44,0.93
310368,申万菱信竞争优势混合A,混合型-偏股,2008-07-04,0.512274,86.05,0.0,10.42,4.14
310388,申万菱信消费增长混合A,混合型-偏股,2009-06-12,1.26,92.94,0.0,6.52,1.19
310398,申万菱信沪深300价值指数A,指数型-股票,2010-02-11,17.3,93.97,0.0,6.43,3.87
310508,申万菱信稳益宝债券A,债券型-混合二级,2011-02-11,4.13,0.0,114.52,0.32,7.05
310518,申万菱信可转债债券A,债券型-混合二级,2011-12-09,0.458791,19.04,105.94,9.14,1.66
320001,诺安平衡混合,混合型-偏股,2004-05-21,10.31,60.55,20.28,6.04,15.2
320002,诺安货币A,货币型-普通货币,2004-12-06 00:00:00,7.43,0.0,71.03,8.56,34.66
320003,诺安先锋混合A,混合型-偏股,2005-12-19,38.69,86.61,4.26,9.64,0.61
320004,诺安优化收益债券,债券型-混合一级,2006-07-17,4.95,0.0,95.9,14.16,6.91
320005,诺安价值增长混合,混合型-偏股,2006-11-21,10.71,81.36,0.0,17.46,7.5
320006,诺安灵活配置混合,混合型-灵活,2008-05-20,7.38,31.07,0.0,24.03,45.42
320007,诺安成长混合,混合型-偏股,2009-03-10,177.75,90.45,0.0,9.37,0.69
320008,诺安增利债券A,债券型-混合二级,2009-05-27,0.174823,7.98,111.74,6.15,1.89
320009,诺安增利债券B,债券型-混合二级,2009-09-01,0.0777679999999999,7.98,111.74,6.15,1.89
320010,诺安中证A100指数A,指数型-股票,2009-10-27,2.52,94.38,0.19,5.02,0.95
320011,诺安中小盘精选混合A,混合型-偏股,2010-04-28,9.5,80.36,0.0,24.22,1.11
320012,诺安主题精选混合,混合型-偏股,2010-09-15,2.07,76.06,0.0,23.25,29.99
320013,诺安全球黄金,QDII-商品,2011-01-13,4.48,0.0,0.0,12.22,91.71
320014,诺安沪深300指数增强A,指数型-股票,2011-04-07,2.84,93.54,0.0,6.16,4.13
320015,诺安行业轮动混合A,混合型-偏股,2011-05-13,4.9,83.24,0.0,20.78,0.21
320016,诺安多策略混合,混合型-偏股,2011-08-09,2.79,94.58,0.18,6.04,3.82
320017,诺安全球收益不动产,QDII-REITs,2011-09-23,0.7515069999999999,0.0,0.0,21.26,84.61
320018,诺安新动力灵活配置混合A,混合型-灵活,2012-03-05,0.974848,78.44,2.31,9.28,10.38
320019,诺安货币B,货币型-普通货币,2012-02-21 00:00:00,1.56,0.0,71.03,8.56,34.66
320020,诺安策略精选股票,股票型,2012-05-28,0.906128,94.06,0.0,11.8,0.13
320021,诺安双利债券发起,债券型-混合二级,2012-11-29,9.98,13.88,112.82,3.18,0.55
320022,诺安研究精选股票,股票型,2012-12-10,4.58,88.79,0.0,10.81,0.66
340001,兴全可转债混合,混合型-偏债,2004-05-11,30.27,24.51,60.08,8.83,7.26
340005,兴全货币A,货币型-普通货币,2006-04-27 00:00:00,16.42,0.0,35.55,35.53,38.8
340006,兴全全球视野股票,股票型,2006-09-20,14.81,83.41,4.73,9.14,2.9
340007,兴全社会责任混合,混合型-偏股,2008-04-30,27.62,89.25,0.0,10.98,0.09
340008,兴全有机增长混合,混合型-灵活,2009-03-25,14.49,77.97,6.54,13.71,2.15
340009,兴全磐稳增利债券A,债券型-混合一级,2009-07-23,7.19,0.0,117.33,0.84,3.19
350001,天治财富增长混合,混合型-灵活,2004-06-29,0.365859,72.47,57.73,3.65,0.05
350002,天治低碳经济混合,混合型-灵活,2005-01-12,0.810919,94.03,0.38,5.75,2.48
350004,天治天得利货币A,货币型-普通货币,,,0.0,64.17,0.99,34.89
350005,天治中国制造2025,混合型-灵活,2008-05-08,0.141629,79.05,0.0,46.63,0.1
350006,天治稳健双盈债券,债券型-混合二级,2008-11-05,0.926632,29.38,81.52,11.91,5.49
350007,天治趋势精选混合,混合型-灵活,2009-07-15,0.234453,65.5,0.0,73.37,0.12
350008,天治新消费混合,混合型-灵活,2011-08-04,0.083537,67.57,0.0,37.95,5.16
350009,天治研究驱动混合A,混合型-灵活,2011-12-28,0.271825,90.46,1.42,7.85,2.1
360001,光大保德信量化股票A,股票型,2004-08-27,10.16,93.49,0.0,7.52,0.12
360003,光大货币A,货币型-普通货币,2005-06-09 00:00:00,2.7,0.0,51.66,24.89,25.95
360005,光大保德信红利混合A,混合型-偏股,2006-03-24,3.36,79.08,0.0,12.3,8.98
360006,光大新增长混合A,混合型-偏股,2006-09-14,8.91,87.33,5.78,1.47,13.81
360007,光大优势配置混合A,混合型-偏股,2007-08-24,7.06,86.83,4.93,8.73,1.41
360008,光大增利收益债券A,债券型-混合一级,2008-10-29,23.67,0.0,112.37,7.09,0.83
360009,光大增利收益债券C,债券型-混合一级,2008-10-29,4.48,0.0,112.37,7.09,0.83
360010,光大保德信均衡精选混合A,混合型-偏股,2009-03-04,0.328498,89.16,2.42,9.19,0.81
360011,光大保德信动态优选灵活配置混合A,混合型-灵活,2009-10-28,1.43,79.69,15.82,4.59,0.65
360012,光大保德信中小盘混合A,混合型-偏股,2010-04-14,0.916209,82.0,4.84,1.31,13.59
360013,光大信用添益债券A,债券型-混合二级,2011-05-16,39.35,16.74,88.0,7.86,0.17
360014,光大信用添益债券C,债券型-混合二级,2011-05-16,7.74,16.74,88.0,7.86,0.17
360016,光大行业轮动混合,混合型-偏股,2012-02-15,2.87,87.21,0.0,20.7,0.13
360019,光大添天盈五年定开债,债券型-长债,2020-02-23,76.43,0.0,141.42,0.1,0.0
370010,摩根货币A,货币型-普通货币,,,0.0,28.55,32.96,38.71
370011,摩根货币B,货币型-普通货币,,,0.0,28.55,32.96,38.71
370024,摩根核心优选混合A,混合型-偏股,2012-11-28,5.66,84.57,0.0,17.04,0.09
370027,摩根智选30混合A,混合型-偏股,2013-03-06,7.78,87.99,0.0,17.9,0.12
371020,摩根纯债债券A,债券型-混合一级,2009-06-24,0.808631,0.0,85.24,0.06,14.81
371120,摩根纯债债券B,债券型-混合一级,2009-06-24,26.65,0.0,85.24,0.06,14.81
372010,摩根强化回报债券A,债券型-混合二级,2011-08-10,1.67,15.15,79.09,0.87,5.16
372110,摩根强化回报债券B,债券型-混合二级,2011-08-10,0.816742,15.15,79.09,0.87,5.16
373010,摩根双息平衡混合A,混合型-灵活,2006-04-26,8.17,66.7,22.33,2.16,9.7
373020,摩根双核平衡混合A,混合型-平衡,2008-05-21,2.34,60.38,28.69,11.42,0.07
375010,摩根中国优势混合A,混合型-灵活,2004-09-15,19.27,84.49,0.18,14.91,6.92
376510,摩根大盘蓝筹股票A,股票型,2010-12-20,2.02,90.58,0.0,9.71,0.07
377010,摩根阿尔法混合A,混合型-偏股,2005-10-11,8.69,92.49,0.98,6.0,0.77
377016,摩根亚太优势混合(QDII)A,QDII-混合偏股,2007-10-22,26.72,88.31,0.0,8.13,4.6
377020,摩根内需动力混合A,混合型-偏股,2007-04-13,14.99,86.43,0.0,13.75,0.12
377150,摩根健康品质生活混合A,混合型-偏股,2012-02-01,8.97,90.52,0.0,9.0,0.7
377240,摩根新兴动力混合A,混合型-偏股,2011-07-13,47.21,89.96,0.06,10.77,2.94
377530,摩根行业轮动混合A,混合型-偏股,2010-01-28,3.9,83.89,0.0,7.2,9.17
378006,摩根全球新兴市场混合(QDII),QDII-混合偏股,2011-01-30,0.694365,63.51,0.0,9.0,28.86
378010,摩根成长先锋混合A,混合型-偏股,2006-09-20,7.53,84.74,0.0,16.77,0.05
378546,摩根全球天然资源混合(QDII)A,QDII-混合偏股,2012-03-26,0.984772,86.19,0.0,10.26,8.48
379010,摩根中小盘混合A,混合型-偏股,2009-01-21,3.16,93.88,0.0,5.56,0.88
380005,中银纯债债券A,债券型-长债,2012-12-12,40.66,0.0,132.54,5.18,1.24
380006,中银纯债债券C,债券型-长债,2012-12-12,32.24,0.0,132.54,5.18,1.24
380009,中银添利债券发起A,债券型-混合二级,2013-02-04,45.07,4.37,116.2,2.17,5.99
380010,中银聚享债券A,债券型-长债,2020-09-21,0.7951239999999999,0.0,107.29,0.02,0.0
380011,中银聚享债券B,债券型-长债,2020-09-21,21.36,0.0,107.29,0.02,0.0
392001,中海货币A,货币型-普通货币,2010-07-28 00:00:00,1.83,0.0,18.87,23.6,57.56
392002,中海货币B,货币型-普通货币,2010-07-28 00:00:00,36.34,0.0,18.87,23.6,57.56
393001,中海优势精选灵活配置混合,混合型-灵活,2012-06-20,2.17,76.7,19.42,0.56,6.4
395001,中海稳健收益债券,债券型-混合一级,2008-04-10,1.05,0.0,104.66,3.49,2.92
395011,中海增强收益债券A,债券型-混合二级,2011-03-23,0.133261,14.24,85.22,0.78,0.07
395012,中海增强收益债券C,债券型-混合二级,2011-03-23,0.7442489999999999,14.24,85.22,0.78,0.07
398001,中海优质成长混合,混合型-灵活,2004-09-28,10.93,94.06,0.0,4.77,4.93
398011,中海分红增利混合,混合型-灵活,2005-06-16,1.85,94.67,0.0,5.61,0.46
398021,中海能源策略混合,混合型-灵活,2007-03-13,9.74,91.17,0.0,9.08,0.07
398031,中海蓝筹混合A,混合型-灵活,2008-12-03,0.388251,79.98,19.14,1.18,0.07
398041,中海量化策略混合,混合型-偏股,2009-06-24,2.06,93.22,5.04,2.0,0.2
398051,中海环保新能源混合,混合型-灵活,2010-12-09,9.45,79.74,20.11,0.88,0.26
398061,中海消费混合A,混合型-偏股,2011-11-09,2.35,87.17,0.0,12.35,1.28
399001,中海上证50指数增强,指数型-股票,2010-03-25,3.7,93.65,5.07,1.05,3.16
399011,中海医疗保健主题股票A,股票型,2012-03-07,6.63,94.42,0.0,4.63,1.21
400001,东方龙混合,混合型-灵活,2004-11-25,1.72,89.99,5.29,6.05,0.76
400003,东方精选混合,混合型-灵活,2006-01-11,9.87,91.18,5.62,1.96,3.14
400005,东方金账簿货币A,货币型-普通货币,2006-08-02 00:00:00,5.08,0.0,50.0,17.81,33.58
400006,东方金账簿货币B,货币型-普通货币,2014-10-22 00:00:00,112.87,0.0,50.0,17.81,33.58
400007,东方策略成长混合,混合型-偏股,2008-06-03,1.28,69.06,6.01,1.27,24.48
400009,东方稳健回报债券A,债券型-混合一级,2008-12-10,0.491354,0.0,120.52,0.33,1.72
400011,东方核心动力混合A,混合型-偏股,2009-06-24,0.209953,94.13,5.56,2.12,4.2
400013,东方成长收益灵活配置混合A,混合型-灵活,2011-04-14,0.248513,51.75,40.63,1.71,7.81
400015,东方新能源汽车混合,混合型-偏股,2011-12-28,95.08,94.26,5.42,0.35,1.13
400016,东方强化收益债券,债券型-混合二级,2012-10-09,1.54,13.06,93.46,7.28,0.01
400025,东方新兴成长混合,混合型-灵活,2014-09-03,1.16,89.19,5.71,7.43,0.13
400027,东方双债添利债券A,债券型-混合二级,2014-09-24,7.62,18.41,96.42,0.58,1.88
400029,东方双债添利债券C,债券型-混合二级,2014-09-24,0.054274,18.41,96.42,0.58,1.88
400030,东方添益债券,债券型-长债,2014-12-15,252.99,0.0,107.76,1.88,12.46
400032,东方主题精选混合,混合型-灵活,2015-03-23,6.33,94.92,5.29,1.56,0.14
410001,华富竞争力优选混合A,混合型-灵活,2005-03-02,2.38,84.37,6.74,6.82,2.31
410002,华富货币A,货币型-普通货币,2006-06-21 00:00:00,13.72,0.0,89.55,8.33,8.51
410003,华富成长趋势混合A,混合型-偏股,2007-03-19,6.59,94.59,0.0,5.5,0.07
410004,华富收益增强债券A,债券型-混合一级,2008-05-28,12.63,0.0,124.33,1.29,0.29
410005,华富收益增强债券B,债券型-混合一级,2008-05-28,0.629418,0.0,124.33,1.29,0.29
410006,华富策略精选混合A,混合型-灵活,2008-12-24,0.079761,80.03,14.16,5.4,8.59
410007,华富价值增长混合A,混合型-灵活,2009-07-15,4.33,80.08,9.5,10.74,0.23
410008,华富中证A100指数,指数型-股票,2009-12-30,2.75,90.2,0.0,11.36,0.18
410009,华富量子生命力混合A,混合型-偏股,2011-04-01,0.093673,94.06,3.98,2.3,1.06
410010,华富中小企业100指数增强,指数型-股票,2011-12-09,0.132842,94.62,0.0,5.46,0.09
420001,天弘精选混合A,混合型-灵活,2005-10-08,4.75,69.38,8.47,21.76,1.17
420002,天弘永利债券A,债券型-混合二级,2008-04-18,19.71,16.09,101.17,1.19,3.28
420003,天弘永定价值成长混合A,混合型-偏股,2008-12-02,6.65,68.4,0.05,12.69,19.19
420005,天弘周期策略混合A,混合型-偏股,2009-12-17,1.07,69.3,0.0,31.33,0.41
420006,天弘现金管家货币A,货币型-普通货币,2012-06-20 00:00:00,0.928835,0.0,56.16,21.97,31.33
420008,天弘增益回报债券发起式A,债券型-混合二级,2012-08-10,4.28,19.26,86.26,1.02,1.29
420009,天弘安康颐养混合A,混合型-偏债,2012-11-28,10.7,14.1,95.19,7.71,2.63
420102,天弘永利债券B,债券型-混合二级,2008-04-18,159.34,16.09,101.17,1.19,3.28
420106,天弘现金管家货币B,货币型-普通货币,2012-06-20 00:00:00,10.38,0.0,56.16,21.97,31.33
420108,天弘增益回报债券发起式B,债券型-混合二级,2012-08-10,1.18,19.26,86.26,1.02,1.29
450001,国富中国收益混合A,混合型-平衡,2005-06-01,9.42,64.64,35.4,1.77,0.19
450002,国富弹性市值混合A,混合型-偏股,2006-06-14,25.4,89.23,3.95,6.5,0.58
450003,国富潜力组合混合A,混合型-偏股,2007-03-22,15.65,94.06,5.35,3.26,0.04
450004,国富深化价值混合A,混合型-偏股,2008-07-03,38.07,87.44,0.0,11.5,2.52
450005,国富强化收益债券A,债券型-混合二级,2008-10-24,1.82,10.34,81.92,1.46,7.7
450006,国富强化收益债券C,债券型-混合二级,2008-12-18,0.248934,10.34,81.92,1.46,7.7
450007,国富成长动力混合,混合型-偏股,2009-03-25,0.304089,91.0,0.0,10.19,0.04
450008,国富沪深300指数增强A,指数型-股票,2009-09-03,4.43,92.48,0.0,6.9,0.95
450009,国富中小盘股票A,股票型,2010-11-23,36.47,89.16,4.55,5.42,1.14
450010,国富策略回报混合A,混合型-灵活,2011-08-02,13.56,80.78,7.88,11.84,0.09
450011,国富研究精选混合A,混合型-偏股,2012-05-22,1.06,93.91,5.23,5.89,0.27
450018,国富恒久信用债券A,债券型-混合一级,2012-09-11,0.02882,0.0,91.88,1.34,7.14
450019,国富恒久信用债券C,债券型-混合一级,2012-09-11,0.010092,0.0,91.88,1.34,7.14
457001,国富亚洲机会股票(QDII)A,QDII-普通股票,2012-02-22,2.52,58.66,5.15,6.52,55.9
460001,华泰柏瑞盛世中国混合,混合型-偏股,2005-04-27,8.51,89.9,0.0,10.86,0.23
460002,华泰柏瑞积极成长混合,混合型-灵活,2007-05-29,5.81,94.49,0.0,6.04,0.12
460003,华泰柏瑞稳本增利债券B,债券型-混合二级,2008-01-08,0.221094,6.9,86.16,10.2,7.84
460005,华泰柏瑞价值增长混合A,混合型-偏股,2008-07-16,6.05,93.76,0.32,4.97,1.34
460006,华泰柏瑞货币A,货币型-普通货币,2009-05-06 00:00:00,483.31,0.0,28.81,44.62,27.62
460007,华泰柏瑞行业领先混合,混合型-偏股,2009-08-03,1.52,93.75,1.01,5.66,0.67
460008,华泰柏瑞稳健收益债券A,债券型-长债,2012-12-04,2.22,0.0,123.27,0.12,0.0
460009,华泰柏瑞量化先行混合A,混合型-偏股,2010-06-22,3.43,94.72,0.5,4.79,0.27
460010,华泰柏瑞亚洲领导企业混合,QDII-混合偏股,2010-12-02,0.443717,90.95,0.0,5.18,7.1
460106,华泰柏瑞货币B,货币型-普通货币,2009-05-06 00:00:00,6.07,0.0,28.81,44.62,27.62
460108,华泰柏瑞稳健收益债券C,债券型-长债,2012-12-04,0.075346,0.0,123.27,0.12,0.0
460300,华泰柏瑞沪深300ETF联接A,指数型-股票,2012-05-29,9.08,0.02,0.22,12.69,89.91
470006,汇添富医药保健混合,混合型-偏股,2010-09-21,24.71,88.26,4.09,10.33,0.49
470007,汇添富上证综合指数A,指数型-股票,2009-07-01,10.72,94.8,0.48,4.64,2.66
470008,汇添富策略回报混合,混合型-偏股,2009-12-22,7.53,88.05,0.0,11.82,4.7
470009,汇添富民营活力混合,混合型-偏股,2010-05-05,23.11,91.66,0.0,8.43,0.46
470010,汇添富多元收益债券A,债券型-混合二级,2012-09-18,1.28,12.06,104.94,4.77,1.36
470011,汇添富多元收益债券C,债券型-混合二级,2012-09-18,0.8819899999999999,12.06,104.94,4.77,1.36
470014,汇添富理财14天债券A,债券型-中短债,2012-07-10,0.253519,0.0,91.15,1.22,7.69
470018,汇添富双利债券A,债券型-混合二级,2011-01-26,54.28,14.01,107.93,1.73,1.78
470021,汇添富优选回报混合A,混合型-灵活,2013-01-24,2.14,91.43,0.0,8.8,0.17
470028,汇添富社会责任混合A,混合型-偏股,2011-03-29,7.01,81.55,0.0,23.12,0.11
470030,汇添富鑫禧债,债券型-长债,2012-05-09,96.43,0.0,103.67,0.16,3.45
470058,汇添富可转换债券A,债券型-混合二级,2011-06-17,49.69,16.86,82.87,2.54,2.89
470059,汇添富可转换债券C,债券型-混合二级,2011-06-17,6.02,16.86,82.87,2.54,2.89
470060,汇添富理财60天债券A,债券型-中短债,2012-06-12,0.546859,0.0,92.49,2.36,5.26
470068,汇添富深证300ETF联接A,指数型-股票,2011-09-28,0.6020449999999999,0.0,0.0,5.49,95.99
470078,汇添富增强收益债券C,债券型-混合一级,2009-09-15,1.36,0.0,118.11,4.52,0.04
470088,汇添富6月红定期开放债券A,债券型-混合二级,2011-12-20,11.04,15.46,107.2,2.5,0.01
470089,汇添富6月红定期开放债券C,债券型-混合二级,2011-12-20,0.007118,15.46,107.2,2.5,0.01
470098,汇添富逆向投资混合A,混合型-偏股,2012-03-09,9.0,90.6,0.0,9.75,0.09
470888,汇添富香港优势精选混合(QDII)A,QDII-混合偏股,2010-06-25,3.23,90.81,0.0,10.79,0.09
471014,汇添富理财14天债券B,债券型-中短债,2019-12-27,0.266648,0.0,91.15,1.22,7.69
471060,汇添富理财60天债券B,债券型-中短债,2019-04-19,0.184243,0.0,92.49,2.36,5.26
472007,汇添富利率债,债券型-长债,2019-12-27,26.04,0.0,110.62,0.09,8.49
481001,工银核心价值混合A,混合型-偏股,2005-08-31,42.85,84.48,0.0,15.58,0.17
481004,工银稳健成长混合A,混合型-偏股,2006-12-06,5.84,89.06,0.0,10.99,0.19
481006,工银红利混合,混合型-偏股,2007-07-18,3.26,91.71,0.0,9.02,0.14
481008,工银大盘蓝筹混合,混合型-偏股,2008-08-04,2.64,88.07,0.0,15.12,0.1
481009,工银沪深300指数A,指数型-股票,2009-03-05,15.41,92.74,0.0,5.25,2.62
481010,工银中小盘混合,混合型-偏股,2010-02-10,10.15,94.23,1.33,5.01,0.74
481012,工银深证红利ETF联接A,指数型-股票,2010-11-09,10.47,4.1,0.1,9.06,90.08
481013,工银消费服务混合A,混合型-偏股,2011-04-21,2.0,94.59,0.0,5.12,0.74
481015,工银主题策略混合A,混合型-偏股,2011-10-24,6.47,94.49,0.0,5.2,0.67
481017,工银量化策略混合A,混合型-偏股,2012-04-26,1.43,91.78,5.16,3.9,2.73
482002,工银货币A,货币型-普通货币,2006-03-20 00:00:00,385.97,0.0,42.27,35.62,31.22
483003,工银精选平衡混合,混合型-偏股,2006-07-13,37.87,66.97,19.76,13.32,0.17
485005,工银增强收益债券B,债券型-混合一级,2007-05-11,2.41,1.67,126.31,3.32,4.59
485007,工银添利债券B,债券型-混合一级,2008-04-14,1.85,0.0,114.32,0.79,0.36
485011,工银瑞信双利债券B,债券型-混合二级,2010-08-16,13.68,16.34,115.65,0.06,0.09
485014,工银添颐债券B,债券型-混合二级,2011-08-10,2.36,15.2,107.47,5.67,8.64
485018,工银7天理财债券B,债券型-中短债,2020-03-08,0.1100599999999999,0.0,108.05,0.22,10.41
485019,工银信用纯债债券B,债券型-长债,2012-11-14,2.46,0.0,123.93,0.85,0.15
485020,工银14天理财债券发起B,债券型-中短债,2020-06-14,0.172112,0.0,96.98,3.23,0.0
485022,工银尊益中短债F,债券型-中短债,2013-01-28,0.5543859999999999,0.0,112.27,0.03,1.74
485105,工银增强收益债券A,债券型-混合一级,2007-05-11,5.25,1.67,126.31,3.32,4.59
485107,工银添利债券A,债券型-混合一级,2008-04-14,18.27,0.0,114.32,0.79,0.36
485111,工银瑞信双利债券A,债券型-混合二级,2010-08-16,55.54,16.34,115.65,0.06,0.09
485114,工银添颐债券A,债券型-混合二级,2011-08-10,1.8,15.2,107.47,5.67,8.64
485118,工银7天理财债券A,债券型-中短债,2020-03-08,8.63,0.0,108.05,0.22,10.41
485119,工银信用纯债债券A,债券型-长债,2012-11-14,65.41,0.0,123.93,0.85,0.15
485120,工银14天理财债券发起A,债券型-中短债,2020-06-14,1.84,0.0,96.98,3.23,0.0
485122,工银尊益中短债C,债券型-中短债,2013-01-28,97.1,0.0,112.27,0.03,1.74
486001,工银全球股票(QDII)人民币,QDII-普通股票,2008-02-14,5.44,83.08,0.0,8.29,11.55
486002,工银全球精选股票(QDII),QDII-普通股票,2010-05-25,4.93,84.72,0.0,12.81,6.3
487016,工银瑞信灵活配置混合A,混合型-灵活,2011-12-27,4.74,75.38,19.45,7.88,0.2
487021,工银优质精选混合A,混合型-灵活,2013-02-07,2.71,78.36,6.87,15.05,0.01
501001,财通多策略精选混合(LOF),混合型-灵活,2015-07-01,0.413446,92.41,0.0,11.57,0.13
501005,汇添富中证精准医疗指数(LOF)A,指数型-股票,2016-01-21,8.21,95.11,0.99,4.12,1.4
501006,汇添富中证精准医疗指数(LOF)C,指数型-股票,2016-01-21,4.2,95.11,0.99,4.12,1.4
501007,汇添富中证互联网医疗指数(LOF)A,指数型-股票,2016-12-22,0.4647159999999999,95.3,0.91,4.59,2.86
501008,汇添富中证互联网医疗指数(LOF)C,指数型-股票,2016-12-22,0.316764,95.3,0.91,4.59,2.86
501009,汇添富中证生物科技指数(LOF)A,指数型-股票,2016-12-22,17.45,94.82,0.16,4.95,0.61
501010,汇添富中证生物科技指数(LOF)C,指数型-股票,2016-12-22,10.07,94.82,0.16,4.95,0.61
501011,汇添富中证中药ETF联接(LOF)A,指数型-股票,2016-12-29,9.33,0.0,0.01,5.27,97.65
501012,汇添富中证中药ETF联接(LOF)C,指数型-股票,2016-12-29,5.65,0.0,0.01,5.27,97.65
501015,财通多策略升级混合(LOF)A,混合型-灵活,2016-03-09,1.29,93.65,0.0,6.25,0.42
501016,国泰中证申万证券行业指数(LOF)A,指数型-股票,2017-04-27,21.77,94.63,0.0,5.12,1.76
501017,国泰融丰外延增长混合(LOF)A,混合型-灵活,2016-05-26,0.756595,17.69,26.05,56.72,0.01
501018,南方原油A,QDII-商品,2016-06-15,3.65,0.0,0.0,9.24,100.98
501019,国泰国证航天军工指数(LOF)A,指数型-股票,2017-03-29,8.2,93.44,0.0,5.96,1.77
501021,华宝香港中小(QDII-LOF)A,指数型-海外股票,2016-06-24,4.29,94.53,0.0,6.63,1.79
501022,银华鑫盛灵活配置混合(LOF)A,混合型-灵活,2016-10-14,22.51,80.95,0.0,14.63,4.73
501025,鹏华香港银行指数(LOF)A,指数型-股票,2016-11-10,1.69,94.08,0.0,8.3,4.28
501026,财通多策略福享混合(LOF),混合型-灵活,2016-09-18,1.17,87.04,0.0,8.98,4.45
501028,财通多策略福瑞混合发起式(LOF)A,混合型-偏股,2016-11-22,0.6522,66.75,20.92,2.22,10.32
501029,华宝标普中国A股红利机会ETF联接A(LOF),指数型-股票,2017-01-18,14.33,94.51,0.0,5.45,3.59
501030,汇添富中证环境治理指数(LOF)A,指数型-股票,2016-12-29,2.43,94.15,0.0,5.42,1.11
501031,汇添富中证环境治理指数(LOF)C,指数型-股票,2016-12-29,1.38,94.15,0.0,5.42,1.11
501032,财通福盛混合发起(LOF)A,混合型-偏股,2017-01-25,0.850827,88.16,0.2,8.51,6.22
501036,汇添富中证500指数(LOF)A,指数型-股票,2017-08-10,3.13,93.76,0.48,5.92,5.39
501037,汇添富中证500指数(LOF)C,指数型-股票,2017-08-10,1.45,93.76,0.48,5.92,5.39
501038,银华明择多策略定期开放混合,混合型-偏股,2017-08-11,2.25,81.1,0.0,18.69,13.39
501043,汇添富沪深300指数A(LOF)A,指数型-股票,2017-09-06,3.01,90.97,0.0,7.02,3.0
501045,汇添富沪深300指数C(LOF)C,指数型-股票,2017-09-06,1.04,90.97,0.0,7.02,3.0
501046,财通多策略福鑫定开混合,混合型-灵活,2017-10-23,1.75,92.38,0.0,9.86,0.84
501047,汇添富中证全指证券公司ETF联接(LOF)A,指数型-股票,2017-12-04,5.77,1.86,0.07,5.8,94.35
501048,汇添富中证全指证券公司ETF联接(LOF)C,指数型-股票,2017-12-04,9.03,1.86,0.07,5.8,94.35
501049,东方红睿玺三年持有混合A,混合型-偏股,2017-11-15,78.16,74.69,0.0,22.73,2.81
501050,华夏上证50AH优选指数A,指数型-股票,2016-10-27,27.44,93.64,0.0,6.5,0.6
501051,圆信永丰汇利混合(LOF),混合型-偏股,2017-11-30,1.63,94.79,5.12,0.57,0.12
501053,东方红目标优选定开混合,混合型-偏债,2017-12-18,3.13,21.37,113.21,3.53,2.4
501054,东方红睿泽三年持有混合A,混合型-偏股,2018-01-31,53.94,88.22,3.7,6.75,1.64
501057,汇添富中证新能源汽车产业指数(LOF)A,指数型-股票,2018-05-23,52.98,94.51,1.95,3.2,1.3
501058,汇添富中证新能源汽车产业指数(LOF)C,指数型-股票,2018-05-23,41.23,94.51,1.95,3.2,1.3
501059,西部利得国企红利指数增强A,指数型-股票,2018-07-11,4.86,93.45,0.0,6.83,4.53
501060,中金优选300指数(LOF)A,指数型-股票,2018-08-30,8.79,93.67,5.15,4.56,5.36
501061,中金优选300指数(LOF)C,指数型-股票,2018-08-30,4.81,93.67,5.15,4.56,5.36
501062,南方瑞合定开混合(LOF),混合型-灵活,2018-09-06,4.7,68.39,0.0,10.38,21.39
501063,汇添富悦享两年持有混合,混合型-偏股,2019-01-31,0.87844,60.28,0.0,37.78,2.32
501064,国泰价值优选灵活配置混合(LOF)A,混合型-灵活,2019-01-10,3.28,92.9,0.0,7.12,0.19
501065,汇添富经典成长定开混合,混合型-偏股,2018-12-05,4.19,90.95,0.0,12.54,0.36
501066,东方红恒元五年定开混合,混合型-灵活,2018-11-02,,93.72,0.0,6.41,0.04
501070,广发睿阳三年定开混合,混合型-偏股,2019-01-31,7.31,52.24,22.39,6.35,19.16
501071,泓德丰泽混合(LOF),混合型-偏股,2019-03-28,,75.06,0.16,20.29,6.53
501073,华安智联混合(LOF)A,混合型-偏债,2019-06-11,2.27,44.12,57.42,7.5,0.02
501075,万家科创主题灵活配置混合(LOF)A,混合型-灵活,2019-06-12,4.92,73.51,3.4,23.32,0.17
501076,鹏华创新动力混合(LOF),混合型-灵活,2019-06-10,3.2,93.02,1.5,6.67,0.17
501077,富国创新企业灵活配置混合(LOF)A,混合型-灵活,2019-06-11,7.15,91.19,0.0,6.36,3.13
501078,广发科创主题灵活配置混合(LOF),混合型-灵活,2019-06-11,7.05,88.55,0.0,7.4,4.38
501079,大成科创主题混合(LOF)A,混合型-偏股,2019-07-18,7.23,84.03,0.0,16.1,0.13
501080,中金科创主题灵活配置混合(LOF),混合型-灵活,2019-07-11,2.54,94.46,1.27,4.12,1.16
501081,中欧科创主题混合(LOF)A,混合型-偏股,2019-06-28,5.62,89.87,0.0,5.45,5.75
